Rank,Name,Role,Game Type,Map,Game Rank,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
8,Skye,initiator,Competitive,Haven,Immortal 1,0.94,"['14.6', '15.5', '7.8']",50.0,2.9,201,0.1,844
9,Sage,sentinel,Competitive,Haven,Immortal 1,0.96,"['14.6', '15.3', '7.2']",49.8,4.6,198,0.1,1326
10,Neon,duelist,Competitive,Haven,Immortal 1,1.06,"['17.1', '16.1', '4.5']",49.8,0.8,232,0.1,237
11,Raze,duelist,Competitive,Haven,Immortal 1,1.04,"['16.9', '16.3', '4.8']",49.7,5.5,238,0.1,1587
12,Reyna,duelist,Competitive,Haven,Immortal 1,1.08,"['17.4', '16.1', '4.4']",49.0,10.5,237,0.1,3048
13,Omen,controller,Competitive,Haven,Immortal 1,0.99,"['14.9', '15.1', '8.5']",48.7,12.6,203,0.1,3649
14,Astra,controller,Competitive,Haven,Immortal 1,1.01,"['15', '14.9', '7.2']",48.7,2.5,203,0.2,727
15,Cypher,sentinel,Competitive,Haven,Immortal 1,1.04,"['15.4', '14.8', '4.5']",47.8,6.9,206,0.1,2004
16,Brimstone,controller,Competitive,Haven,Immortal 1,0.95,"['14.4', '15.1', '9.9']",46.6,3.6,203,0.1,1041
17,Jett,duelist,Competitive,Haven,Immortal 1,1.06,"['17.2', '16.2', '3.5']",46.6,16.2,235,0.1,4685
18,Chamber,sentinel,Competitive,Haven,Immortal 1,1.05,"['15.8', '15', '2.6']",45.1,2.0,213,0.1,574
19,KAY/O,initiator,Competitive,Haven,Immortal 1,0.9,"['14.4', '16', '9.8']",42.2,1.7,207,0.1,500
20,Viper,controller,Competitive,Haven,Immortal 1,0.72,"['11.5', '15.9', '5']",25.0,0.1,173,0.1,24
1,Neon,duelist,Competitive,Icebox,Immortal 1,0.99,"['16.3', '16.4', '4.2']",57.3,0.8,227,0.1,239
2,Harbor,controller,Competitive,Icebox,Immortal 1,0.91,"['13.8', '15.3', '6.5']",53.5,0.6,189,0.1,170
3,Fade,initiator,Competitive,Icebox,Immortal 1,0.96,"['14.7', '15.4', '6']",52.4,1.2,202,0.1,347
4,Killjoy,sentinel,Competitive,Icebox,Immortal 1,1.04,"['15.1', '14.6', '3.3']",51.2,7.2,204,0.2,2088
5,Viper,controller,Competitive,Icebox,Immortal 1,1.01,"['15.1', '14.9', '5.9']",50.6,16.8,207,0.2,4888
6,Phoenix,duelist,Competitive,Icebox,Immortal 1,1.08,"['17.5', '16.2', '4.1']",50.0,0.9,236,0.1,274
7,Yoru,duelist,Competitive,Icebox,Immortal 1,1.02,"['16.6', '16.3', '4']",50.0,0.7,223,0.1,208
8,Chamber,sentinel,Competitive,Icebox,Immortal 1,1.09,"['16.5', '15.1', '2.6']",49.8,2.2,215,0.1,655
9,Brimstone,controller,Competitive,Icebox,Immortal 1,0.96,"['15.2', '15.9', '7.6']",49.7,0.6,206,0.1,161
10,Sage,sentinel,Competitive,Icebox,Immortal 1,0.94,"['14.1', '15', '7.1']",49.4,11.0,193,0.1,3207
11,Reyna,duelist,Competitive,Icebox,Immortal 1,1.1,"['17.9', '16.2', '4.1']",49.1,13.0,245,0.1,3798
12,Sova,initiator,Competitive,Icebox,Immortal 1,0.96,"['14.4', '14.9', '5.5']",49.0,15.9,199,0.1,4644
13,Raze,duelist,Competitive,Icebox,Immortal 1,1.01,"['16.5', '16.3', '4.7']",48.9,6.0,237,0.1,1747
14,Jett,duelist,Competitive,Icebox,Immortal 1,1.06,"['17.7', '16.6', '3.7']",48.6,17.3,243,0.1,5034
15,Skye,initiator,Competitive,Icebox,Immortal 1,0.98,"['15.7', '16', '8']",47.7,0.7,208,0.2,195
16,Breach,initiator,Competitive,Icebox,Immortal 1,0.95,"['14.8', '15.5', '6.4']",46.8,0.3,201,0.1,77
17,Cypher,sentinel,Competitive,Icebox,Immortal 1,0.99,"['15.1', '15.4', '4.1']",46.4,0.9,200,0.2,252
18,KAY/O,initiator,Competitive,Icebox,Immortal 1,0.92,"['14.6', '15.8', '9.2']",42.4,2.7,208,0.1,781
19,Astra,controller,Competitive,Icebox,Immortal 1,1.09,"['15.7', '14.3', '4.7']",41.3,0.2,211,0.1,46
20,Omen,controller,Competitive,Icebox,Immortal 1,0.96,"['15.7', '16.3', '6.6']",39.7,1.3,210,0.1,368
1,Sage,sentinel,Competitive,Fracture,Immortal 1,0.99,"['14.5', '14.6', '6.8']",52.0,3.9,199,0.2,1136
2,Fade,initiator,Competitive,Fracture,Immortal 1,1.0,"['15', '15.1', '6.3']",51.7,3.8,203,0.1,1114
3,Phoenix,duelist,Competitive,Fracture,Immortal 1,1.09,"['16.7', '15.3', '4.3']",49.9,1.6,233,0.1,455
4,Yoru,duelist,Competitive,Fracture,Immortal 1,1.09,"['16.8', '15.4', '4']",49.8,0.8,229,0.1,219
5,Chamber,sentinel,Competitive,Fracture,Immortal 1,1.07,"['16.1', '15', '2.6']",49.6,1.9,218,0.1,567
6,Killjoy,sentinel,Competitive,Fracture,Immortal 1,1.03,"['14.9', '14.5', '3.7']",49.3,8.1,202,0.2,2360
7,Breach,initiator,Competitive,Fracture,Immortal 1,0.93,"['14.2', '15.3', '7.6']",49.3,14.8,195,0.1,4326
8,Raze,duelist,Competitive,Fracture,Immortal 1,1.05,"['16.8', '16', '4.7']",49.0,9.8,238,0.1,2860
9,Skye,initiator,Competitive,Fracture,Immortal 1,0.93,"['13.8', '14.9', '7.1']",49.0,0.9,192,0.2,255
10,Brimstone,controller,Competitive,Fracture,Immortal 1,1.0,"['15.1', '15', '9.5']",48.6,13.7,208,0.2,4006
11,Jett,duelist,Competitive,Fracture,Immortal 1,1.09,"['17.5', '16.1', '3.5']",48.1,13.2,237,0.1,3842
12,Reyna,duelist,Competitive,Fracture,Immortal 1,1.13,"['17.7', '15.7', '4.3']",47.9,9.5,241,0.1,2774
13,Cypher,sentinel,Competitive,Fracture,Immortal 1,1.01,"['15', '14.8', '4.7']",47.4,7.1,201,0.1,2056
14,Astra,controller,Competitive,Fracture,Immortal 1,1.0,"['15', '15.1', '7.3']",46.5,0.9,202,0.1,254
15,Neon,duelist,Competitive,Fracture,Immortal 1,1.03,"['17', '16.5', '4.3']",46.4,2.9,234,0.1,845
16,Viper,controller,Competitive,Fracture,Immortal 1,1.04,"['15.5', '14.8', '5.8']",46.2,3.2,212,0.2,924
17,Omen,controller,Competitive,Fracture,Immortal 1,0.95,"['13.9', '14.6', '7']",45.7,0.7,195,0.1,208
18,KAY/O,initiator,Competitive,Fracture,Immortal 1,0.95,"['14.7', '15.5', '9.4']",45.1,2.7,208,0.1,782
19,Harbor,controller,Competitive,Fracture,Immortal 1,0.92,"['14.2', '15.4', '6.6']",42.4,0.3,198,0.1,92
20,Sova,initiator,Competitive,Fracture,Immortal 1,0.89,"['13.5', '15.2', '5.4']",41.4,0.2,192,0.2,70
1,Breach,initiator,Competitive,Pearl,Immortal 1,1.0,"['14.8', '14.9', '8']",59.6,0.6,214,0.1,183
2,Phoenix,duelist,Competitive,Pearl,Immortal 1,1.11,"['17.3', '15.6', '5.1']",52.5,5.9,241,0.1,1691
3,Sage,sentinel,Competitive,Pearl,Immortal 1,0.94,"['14.2', '15.1', '7.1']",52.3,5.6,196,0.1,1584
4,Raze,duelist,Competitive,Pearl,Immortal 1,1.04,"['16.6', '16', '4.9']",51.9,4.4,239,0.1,1261
5,Brimstone,controller,Competitive,Pearl,Immortal 1,1.0,"['14.7', '14.7', '9']",51.2,2.6,208,0.2,730
6,Yoru,duelist,Competitive,Pearl,Immortal 1,1.0,"['16.1', '16.1', '4.8']",50.8,1.1,221,0.1,325
7,Reyna,duelist,Competitive,Pearl,Immortal 1,1.12,"['17.8', '15.9', '4.4']",50.8,10.6,243,0.1,3020
8,Killjoy,sentinel,Competitive,Pearl,Immortal 1,1.03,"['15.1', '14.6', '3.8']",50.8,5.6,207,0.2,1582
9,Fade,initiator,Competitive,Pearl,Immortal 1,0.96,"['14.7', '15.3', '6.7']",50.6,13.0,200,0.1,3688
10,Viper,controller,Competitive,Pearl,Immortal 1,1.01,"['15.3', '15.1', '6.4']",50.3,6.8,210,0.1,1939
11,Astra,controller,Competitive,Pearl,Immortal 1,1.03,"['14.9', '14.5', '7']",50.1,8.0,204,0.2,2268
12,Jett,duelist,Competitive,Pearl,Immortal 1,1.07,"['17.1', '16', '3.6']",49.3,14.7,235,0.1,4168
13,Neon,duelist,Competitive,Pearl,Immortal 1,0.98,"['16.3', '16.7', '4.3']",49.1,1.3,224,0.1,375
14,Omen,controller,Competitive,Pearl,Immortal 1,1.0,"['14.7', '14.6', '7.8']",48.8,0.9,205,0.1,254
15,Sova,initiator,Competitive,Pearl,Immortal 1,0.95,"['14.4', '15.1', '6']",48.4,1.5,202,0.1,417
16,Chamber,sentinel,Competitive,Pearl,Immortal 1,1.11,"['16.8', '15.1', '2.8']",48.1,2.1,224,0.1,609
17,Cypher,sentinel,Competitive,Pearl,Immortal 1,0.99,"['14.9', '15', '4.8']",47.3,8.7,200,0.1,2482
18,Skye,initiator,Competitive,Pearl,Immortal 1,0.95,"['14.9', '15.7', '7.7']",46.6,1.6,204,0.1,446
19,KAY/O,initiator,Competitive,Pearl,Immortal 1,0.91,"['14.5', '15.9', '9.4']",42.1,3.6,206,0.1,1011
20,Harbor,controller,Competitive,Pearl,Immortal 1,0.88,"['13.7', '15.6', '6.6']",40.1,1.4,191,0.1,409
1,Viper,controller,Competitive,Lotus,Immortal 1,1.1,"['16', '14.5', '5.8']",56.3,0.8,216,0.2,231
2,Brimstone,controller,Competitive,Lotus,Immortal 1,1.03,"['15.1', '14.8', '8.8']",54.6,3.9,209,0.2,1113
3,Astra,controller,Competitive,Lotus,Immortal 1,1.07,"['15.3', '14.4', '6.3']",53.6,4.3,207,0.2,1222
4,Skye,initiator,Competitive,Lotus,Immortal 1,0.96,"['14.6', '15.2', '7.5']",51.7,2.7,198,0.2,778
5,Jett,duelist,Competitive,Lotus,Immortal 1,1.09,"['17.4', '16', '3.5']",51.5,13.0,238,0.1,3681
6,Killjoy,sentinel,Competitive,Lotus,Immortal 1,1.06,"['15.1', '14.3', '3.7']",51.4,9.0,207,0.2,2560
7,Sage,sentinel,Competitive,Lotus,Immortal 1,0.98,"['14.7', '15', '7.2']",51.0,3.5,199,0.1,982
8,Reyna,duelist,Competitive,Lotus,Immortal 1,1.11,"['17.4', '15.7', '4.3']",50.8,11.2,237,0.1,3177
9,Raze,duelist,Competitive,Lotus,Immortal 1,1.05,"['16.8', '16', '4.7']",50.6,9.9,242,0.1,2826
10,Fade,initiator,Competitive,Lotus,Immortal 1,0.95,"['14.5', '15.3', '6.4']",49.7,4.0,196,0.1,1141
11,Chamber,sentinel,Competitive,Lotus,Immortal 1,1.11,"['16.9', '15.2', '2.6']",49.7,3.3,223,0.1,928
12,Cypher,sentinel,Competitive,Lotus,Immortal 1,1.02,"['15.2', '15', '4.6']",48.9,4.7,201,0.1,1324
13,Breach,initiator,Competitive,Lotus,Immortal 1,0.93,"['14.2', '15.3', '7.6']",48.6,10.5,196,0.1,2976
14,Sova,initiator,Competitive,Lotus,Immortal 1,1.0,"['14.8', '14.8', '5.5']",48.3,1.2,204,0.1,352
15,Omen,controller,Competitive,Lotus,Immortal 1,0.98,"['14.9', '15.2', '7.3']",47.0,6.6,204,0.1,1883
16,Neon,duelist,Competitive,Lotus,Immortal 1,0.98,"['15.8', '16.2', '4.5']",46.3,1.6,224,0.1,464
17,Harbor,controller,Competitive,Lotus,Immortal 1,0.96,"['14.5', '15.1', '6.3']",46.0,3.5,195,0.2,991
18,KAY/O,initiator,Competitive,Lotus,Immortal 1,0.91,"['14.5', '16', '9.7']",44.6,3.0,204,0.1,843
19,Phoenix,duelist,Competitive,Lotus,Immortal 1,1.06,"['16.6', '15.6', '4.6']",42.8,2.3,232,0.1,645
20,Yoru,duelist,Competitive,Lotus,Immortal 1,0.9,"['14.6', '16.1', '4.1']",40.8,1.0,202,0.1,294
1,Brimstone,controller,Competitive,All,Immortal 2,1.0,"['14.9', '14.9', '10']",52.1,4.5,208,0.2,5263
2,Phoenix,duelist,Competitive,All,Immortal 2,1.07,"['17.2', '16', '5.2']",51.7,2.9,237,0.1,3381
3,Killjoy,sentinel,Competitive,All,Immortal 2,1.05,"['15.1', '14.3', '3.5']",51.5,8.7,206,0.2,10279
4,Sage,sentinel,Competitive,All,Immortal 2,0.98,"['14.6', '15', '7.3']",51.3,5.9,200,0.1,7030
5,Raze,duelist,Competitive,All,Immortal 2,1.05,"['16.9', '16.2', '4.9']",50.9,8.0,241,0.1,9404
6,Viper,controller,Competitive,All,Immortal 2,1.03,"['15.3', '14.9', '6']",50.6,4.0,209,0.2,4729
7,Reyna,duelist,Competitive,All,Immortal 2,1.11,"['17.6', '15.9', '4.3']",50.0,9.8,241,0.1,11549
8,Astra,controller,Competitive,All,Immortal 2,1.05,"['15.2', '14.5', '7.3']",49.9,4.0,205,0.2,4713
9,Breach,initiator,Competitive,All,Immortal 2,0.93,"['14.3', '15.4', '8']",49.7,4.7,195,0.1,5508
10,Cypher,sentinel,Competitive,All,Immortal 2,1.02,"['15.1', '14.9', '4.6']",49.4,5.6,202,0.2,6670
11,Yoru,duelist,Competitive,All,Immortal 2,1.03,"['16.5', '16', '4.4']",49.3,0.9,222,0.1,1120
12,Omen,controller,Competitive,All,Immortal 2,0.98,"['14.8', '15.2', '8.7']",49.3,6.5,202,0.1,7635
13,Sova,initiator,Competitive,All,Immortal 2,0.99,"['14.7', '14.8', '5.9']",48.4,6.6,205,0.2,7785
14,Skye,initiator,Competitive,All,Immortal 2,0.94,"['14.5', '15.5', '7.9']",48.1,2.0,200,0.1,2307
15,Jett,duelist,Competitive,All,Immortal 2,1.06,"['17.3', '16.3', '3.6']",48.1,14.9,237,0.1,17572
16,Fade,initiator,Competitive,All,Immortal 2,0.97,"['14.7', '15.2', '6.6']",48.1,4.4,201,0.1,5161
17,Neon,duelist,Competitive,All,Immortal 2,0.97,"['16.2', '16.7', '4.1']",47.1,1.2,226,0.1,1368
18,Chamber,sentinel,Competitive,All,Immortal 2,1.1,"['16.9', '15.3', '2.5']",47.0,1.9,223,0.1,2229
19,Harbor,controller,Competitive,All,Immortal 2,0.93,"['14.3', '15.4', '6.5']",46.8,1.0,194,0.1,1202
20,KAY/O,initiator,Competitive,All,Immortal 2,0.93,"['14.6', '15.7', '9.6']",44.8,2.8,207,0.1,3295
1,Brimstone,controller,Competitive,Split,Immortal 2,1.02,"['15.3', '15', '10.3']",54.6,3.0,215,0.1,500
2,Chamber,sentinel,Competitive,Split,Immortal 2,1.07,"['16.6', '15.5', '2.6']",54.4,1.4,215,0.1,228
3,Astra,controller,Competitive,Split,Immortal 2,1.06,"['15.3', '14.4', '7.4']",53.1,5.5,208,0.2,925
4,Yoru,duelist,Competitive,Split,Immortal 2,1.12,"['17.3', '15.4', '4.6']",52.2,0.8,234,0.1,138
5,Killjoy,sentinel,Competitive,Split,Immortal 2,1.06,"['15.5', '14.6', '3.6']",52.1,6.7,212,0.1,1118
6,Cypher,sentinel,Competitive,Split,Immortal 2,1.04,"['15.6', '15', '4.5']",50.7,7.4,204,0.2,1230
7,Neon,duelist,Competitive,Split,Immortal 2,1.08,"['18.3', '16.9', '3.8']",50.5,0.6,250,0.1,103
8,Harbor,controller,Competitive,Split,Immortal 2,0.91,"['14.5', '16', '7']",50.0,0.3,193,0.1,46
9,Reyna,duelist,Competitive,Split,Immortal 2,1.08,"['17.3', '16', '4.2']",49.8,7.5,238,0.1,1256
10,Sage,sentinel,Competitive,Split,Immortal 2,0.98,"['14.9', '15.2', '7.6']",49.5,14.2,204,0.1,2367
11,Fade,initiator,Competitive,Split,Immortal 2,0.98,"['15', '15.3', '6.2']",49.5,2.7,206,0.1,459
12,Breach,initiator,Competitive,Split,Immortal 2,0.94,"['14.4', '15.4', '8']",49.1,3.7,198,0.1,619
13,Raze,duelist,Competitive,Split,Immortal 2,1.02,"['17.1', '16.8', '5.2']",48.9,14.7,244,0.1,2446
14,Phoenix,duelist,Competitive,Split,Immortal 2,1.05,"['16.9', '16.1', '4.9']",48.2,1.4,236,0.1,228
15,Skye,initiator,Competitive,Split,Immortal 2,0.94,"['14.7', '15.6', '7.9']",47.7,5.8,202,0.1,970
16,Omen,controller,Competitive,Split,Immortal 2,0.98,"['15', '15.3', '8.4']",47.4,10.0,205,0.1,1673
17,Jett,duelist,Competitive,Split,Immortal 2,1.07,"['17.9', '16.7', '3.6']",47.2,10.7,242,0.1,1785
18,Viper,controller,Competitive,Split,Immortal 2,1.03,"['16.1', '15.6', '5.6']",45.8,0.6,216,0.1,107
19,KAY/O,initiator,Competitive,Split,Immortal 2,0.96,"['15', '15.6', '9.6']",45.3,2.5,208,0.1,411
20,Sova,initiator,Competitive,Split,Immortal 2,0.93,"['15.7', '16.9', '6.3']",33.3,0.5,206,0.1,84
1,Sage,sentinel,Competitive,Ascent,Immortal 2,1.06,"['15.3', '14.4', '7.5']",57.2,2.6,208,0.1,437
2,Phoenix,duelist,Competitive,Ascent,Immortal 2,1.08,"['17.4', '16.1', '5.4']",54.8,3.1,237,0.1,520
3,Brimstone,controller,Competitive,Ascent,Immortal 2,0.98,"['14.6', '14.9', '11.3']",54.2,3.7,206,0.1,625
4,Reyna,duelist,Competitive,Ascent,Immortal 2,1.11,"['17.5', '15.8', '4.3']",53.1,9.8,237,0.1,1660
5,Omen,controller,Competitive,Ascent,Immortal 2,1.0,"['15.1', '15.2', '9.9']",51.5,12.4,204,0.1,2101
6,Astra,controller,Competitive,Ascent,Immortal 2,1.07,"['15.7', '14.6', '8.4']",51.1,3.3,209,0.2,564
7,Cypher,sentinel,Competitive,Ascent,Immortal 2,1.03,"['15.1', '14.7', '5']",50.5,4.7,201,0.2,788
8,Killjoy,sentinel,Competitive,Ascent,Immortal 2,1.07,"['15.2', '14.2', '3.7']",49.5,11.7,206,0.2,1971
9,Sova,initiator,Competitive,Ascent,Immortal 2,1.01,"['14.8', '14.7', '6.4']",49.1,14.5,206,0.2,2452
10,Raze,duelist,Competitive,Ascent,Immortal 2,1.01,"['16.8', '16.6', '5.6']",48.9,4.7,237,0.1,797
11,Fade,initiator,Competitive,Ascent,Immortal 2,0.97,"['14.4', '14.9', '7']",47.9,2.8,200,0.1,470
12,KAY/O,initiator,Competitive,Ascent,Immortal 2,0.94,"['14.7', '15.7', '9.8']",47.7,5.7,205,0.1,965
13,Jett,duelist,Competitive,Ascent,Immortal 2,1.04,"['16.9', '16.3', '3.5']",47.4,16.7,231,0.1,2830
14,Yoru,duelist,Competitive,Ascent,Immortal 2,0.95,"['16.2', '17', '4.8']",45.3,0.8,210,0.1,137
15,Chamber,sentinel,Competitive,Ascent,Immortal 2,1.08,"['16.6', '15.5', '2.7']",43.1,1.3,223,0.1,225
16,Skye,initiator,Competitive,Ascent,Immortal 2,0.86,"['13.8', '16', '7.9']",41.1,0.9,191,0.1,151
17,Harbor,controller,Competitive,Ascent,Immortal 2,0.99,"['14.8', '15', '7.3']",40.4,0.3,203,0.2,52
18,Breach,initiator,Competitive,Ascent,Immortal 2,0.92,"['15', '16.3', '7.8']",38.5,0.5,196,0.2,78
19,Neon,duelist,Competitive,Ascent,Immortal 2,0.95,"['15.6', '16.4', '3.8']",37.0,0.4,221,0.1,73
20,Viper,controller,Competitive,Ascent,Immortal 2,0.94,"['13.8', '14.8', '6.7']",35.0,0.1,196,0.2,20
1,Viper,controller,Competitive,Haven,Immortal 2,1.25,"['15.9', '12.7', '6.3']",73.7,0.1,234,0.2,19
2,Raze,duelist,Competitive,Haven,Immortal 2,1.08,"['16.9', '15.6', '4.7']",55.0,5.0,241,0.1,855
3,Yoru,duelist,Competitive,Haven,Immortal 2,1.04,"['16.5', '15.9', '4.6']",54.1,0.8,221,0.1,133
4,Sage,sentinel,Competitive,Haven,Immortal 2,0.99,"['14.8', '15', '7.3']",53.4,3.3,201,0.1,564
5,Brimstone,controller,Competitive,Haven,Immortal 2,1.02,"['15.3', '15', '10.1']",53.2,3.3,212,0.2,553
6,Chamber,sentinel,Competitive,Haven,Immortal 2,1.13,"['16.8', '14.9', '2.4']",51.4,1.5,225,0.1,257
7,Killjoy,sentinel,Competitive,Haven,Immortal 2,1.04,"['15', '14.5', '3.5']",50.6,9.0,206,0.2,1530
8,Sova,initiator,Competitive,Haven,Immortal 2,1.01,"['14.9', '14.7', '5.9']",49.6,11.4,206,0.2,1938
9,Reyna,duelist,Competitive,Haven,Immortal 2,1.09,"['17.5', '16', '4.4']",49.4,10.1,237,0.1,1706
10,Breach,initiator,Competitive,Haven,Immortal 2,0.93,"['14.5', '15.6', '8.2']",49.2,2.9,197,0.1,492
11,Cypher,sentinel,Competitive,Haven,Immortal 2,1.02,"['15.1', '14.8', '4.5']",49.0,6.6,202,0.2,1121
12,Jett,duelist,Competitive,Haven,Immortal 2,1.07,"['17.4', '16.2', '3.5']",48.7,16.2,236,0.1,2739
13,Astra,controller,Competitive,Haven,Immortal 2,1.03,"['15', '14.5', '7.7']",48.6,2.6,203,0.2,449
14,Omen,controller,Competitive,Haven,Immortal 2,0.95,"['14.4', '15.1', '8.7']",48.1,13.7,198,0.1,2318
15,Phoenix,duelist,Competitive,Haven,Immortal 2,1.07,"['17.1', '15.9', '4.9']",48.0,4.5,238,0.1,758
16,Fade,initiator,Competitive,Haven,Immortal 2,0.96,"['14.6', '15.1', '6.8']",46.7,4.0,200,0.1,675
17,Skye,initiator,Competitive,Haven,Immortal 2,0.93,"['14.2', '15.3', '8.1']",46.2,2.5,196,0.1,416
18,Harbor,controller,Competitive,Haven,Immortal 2,0.78,"['11.3', '14.5', '6.1']",44.8,0.2,176,0.1,29
19,KAY/O,initiator,Competitive,Haven,Immortal 2,0.95,"['14.9', '15.6', '10.2']",43.6,1.6,210,0.1,273
20,Neon,duelist,Competitive,Haven,Immortal 2,0.89,"['15', '16.8', '4.4']",40.3,0.7,209,0.1,124
1,Omen,controller,Competitive,Icebox,Immortal 2,1.02,"['15.3', '14.9', '5.5']",55.6,0.8,215,0.1,142
2,Fade,initiator,Competitive,Icebox,Immortal 2,1.07,"['16.3', '15.2', '6.3']",55.5,0.7,215,0.2,119
3,Yoru,duelist,Competitive,Icebox,Immortal 2,1.01,"['16.1', '15.9', '3.7']",52.2,0.8,217,0.1,138
4,Raze,duelist,Competitive,Icebox,Immortal 2,1.04,"['16.5', '15.8', '4.6']",52.1,5.5,237,0.1,939
5,Sage,sentinel,Competitive,Icebox,Immortal 2,0.96,"['14.3', '14.9', '7']",51.9,10.9,195,0.1,1875
6,Breach,initiator,Competitive,Icebox,Immortal 2,0.98,"['14.4', '14.8', '8.5']",51.7,0.2,208,0.2,29
7,Reyna,duelist,Competitive,Icebox,Immortal 2,1.12,"['18', '16.1', '4.2']",51.1,13.1,248,0.1,2250
8,Killjoy,sentinel,Competitive,Icebox,Immortal 2,1.05,"['15.2', '14.4', '3.2']",51.0,8.3,205,0.2,1434
9,Viper,controller,Competitive,Icebox,Immortal 2,1.03,"['15.4', '14.9', '5.9']",50.8,17.5,209,0.2,3019
10,Jett,duelist,Competitive,Icebox,Immortal 2,1.08,"['17.8', '16.5', '3.7']",49.8,17.8,244,0.1,3065
11,Chamber,sentinel,Competitive,Icebox,Immortal 2,1.1,"['16.8', '15.4', '2.6']",47.8,1.8,224,0.1,316
12,Sova,initiator,Competitive,Icebox,Immortal 2,0.97,"['14.6', '15', '5.4']",47.7,16.5,202,0.1,2839
13,Skye,initiator,Competitive,Icebox,Immortal 2,1.05,"['15.6', '14.8', '8.1']",47.6,0.5,216,0.1,82
14,Phoenix,duelist,Competitive,Icebox,Immortal 2,1.06,"['17.2', '16.2', '4.5']",46.6,0.9,232,0.1,161
15,Brimstone,controller,Competitive,Icebox,Immortal 2,0.84,"['13.1', '15.6', '8']",41.1,0.3,179,0.1,56
16,Cypher,sentinel,Competitive,Icebox,Immortal 2,0.99,"['15.7', '15.9', '4']",40.7,1.0,213,0.1,167
17,KAY/O,initiator,Competitive,Icebox,Immortal 2,0.9,"['14.4', '16', '9.8']",40.1,2.1,209,0.1,354
18,Neon,duelist,Competitive,Icebox,Immortal 2,0.95,"['16.6', '17.5', '3.9']",38.2,0.6,228,0.1,110
19,Harbor,controller,Competitive,Icebox,Immortal 2,0.85,"['13.9', '16.5', '5.7']",31.2,0.5,188,0.2,93
20,Astra,controller,Competitive,Icebox,Immortal 2,0.96,"['15.8', '16.4', '6.3']",18.8,0.2,219,0.1,32
1,Killjoy,sentinel,Competitive,Fracture,Immortal 2,1.05,"['15', '14.3', '3.4']",53.5,8.5,205,0.2,1439
2,Neon,duelist,Competitive,Fracture,Immortal 2,1.0,"['16.8', '16.8', '4.3']",52.8,2.9,231,0.1,487
3,Raze,duelist,Competitive,Fracture,Immortal 2,1.08,"['17.1', '15.8', '4.6']",51.1,10.9,243,0.1,1837
4,Brimstone,controller,Competitive,Fracture,Immortal 2,1.01,"['14.9', '14.8', '9.8']",50.7,15.3,208,0.2,2595
5,Sova,initiator,Competitive,Fracture,Immortal 2,0.96,"['13.8', '14.3', '4.9']",50.0,0.2,183,0.2,42
6,Fade,initiator,Competitive,Fracture,Immortal 2,0.96,"['14.6', '15.2', '6.4']",49.9,3.2,199,0.1,537
7,Breach,initiator,Competitive,Fracture,Immortal 2,0.92,"['14.3', '15.4', '8']",49.4,14.7,193,0.1,2481
8,Reyna,duelist,Competitive,Fracture,Immortal 2,1.13,"['17.6', '15.6', '4.3']",49.0,8.4,240,0.1,1427
9,Cypher,sentinel,Competitive,Fracture,Immortal 2,1.0,"['15', '15', '4.7']",48.9,7.1,201,0.1,1204
10,Phoenix,duelist,Competitive,Fracture,Immortal 2,1.1,"['17.5', '15.9', '4.9']",47.9,1.7,235,0.1,286
11,Jett,duelist,Competitive,Fracture,Immortal 2,1.08,"['17.4', '16.1', '3.6']",47.8,13.7,237,0.1,2324
12,Yoru,duelist,Competitive,Fracture,Immortal 2,1.09,"['17.1', '15.7', '4.7']",47.7,0.9,228,0.1,155
13,Sage,sentinel,Competitive,Fracture,Immortal 2,0.94,"['14.2', '15', '6.8']",47.5,3.7,197,0.1,625
14,Viper,controller,Competitive,Fracture,Immortal 2,0.97,"['14.6', '15.1', '6.3']",47.0,2.2,200,0.2,379
15,Astra,controller,Competitive,Fracture,Immortal 2,1.16,"['17', '14.7', '7.2']",46.6,0.9,223,0.1,146
16,Omen,controller,Competitive,Fracture,Immortal 2,1.03,"['15.3', '14.9', '7.4']",44.4,0.6,210,0.1,108
17,Skye,initiator,Competitive,Fracture,Immortal 2,0.98,"['14.7', '15', '7.3']",43.7,0.5,199,0.2,87
18,Chamber,sentinel,Competitive,Fracture,Immortal 2,1.06,"['16.6', '15.7', '2.6']",40.5,1.9,218,0.1,328
19,KAY/O,initiator,Competitive,Fracture,Immortal 2,0.87,"['13.5', '15.6', '9.7']",39.2,2.1,197,0.1,362
20,Harbor,controller,Competitive,Fracture,Immortal 2,0.93,"['14.6', '15.8', '6.1']",36.9,0.4,196,0.1,65
1,Phoenix,duelist,Competitive,Pearl,Immortal 2,1.07,"['17.2', '16', '5.6']",54.8,6.6,237,0.1,1133
2,Raze,duelist,Competitive,Pearl,Immortal 2,1.08,"['17.3', '16', '5']",54.6,5.0,245,0.1,851
3,Sova,initiator,Competitive,Pearl,Immortal 2,1.04,"['15.4', '14.9', '6']",53.4,1.3,212,0.2,223
4,Sage,sentinel,Competitive,Pearl,Immortal 2,0.97,"['14.4', '14.8', '8']",52.8,4.0,198,0.2,676
5,Neon,duelist,Competitive,Pearl,Immortal 2,0.99,"['16', '16.1', '4.4']",52.7,1.3,227,0.1,226
